Freq, Harmonic, V1, VAngle1, I1, IAngle1
60, 1.00000, 14814.7, -120.933, 0.597622, -142.316
60, 1.00833, 14442.5, -120.854, 1.21979, -145.607
61, 1.01667, 9.61908, -85.3583, 0.000396626, -106.048
62, 1.02500, 9.65646, -85.2005, 0.000397346, -105.832
62, 1.03333, 9.69409, -85.0439, 0.000398073, -105.618
63, 1.04167, 9.73197, -84.8887, 0.000398805, -105.405
63, 1.05000, 9.77009, -84.7348, 0.000399542, -105.195
63, 1.05833, 9.80845, -84.5823, 0.000400284, -104.987
64, 1.06667, 9.84706, -84.431, 0.000401032, -104.781
65, 1.07500, 9.88591, -84.2811, 0.000401785, -104.576
65, 1.08333, 9.92501, -84.1325, 0.000402542, -104.373
66, 1.09167, 9.96436, -83.9852, 0.000403305, -104.172
66, 1.10000, 10.0039, -83.8393, 0.000404073, -103.973
66, 1.10833, 10.0438, -83.6946, 0.000404845, -103.775
67, 1.11667, 10.0838, -83.5513, 0.000405622, -103.579
68, 1.12500, 10.1242, -83.4093, 0.000406404, -103.385
68, 1.13333, 10.1647, -83.2686, 0.00040719, -103.192
69, 1.14167, 10.2055, -83.1291, 0.00040798, -103.001
69, 1.15000, 10.2465, -82.991, 0.000408775, -102.812
69, 1.15833, 10.2878, -82.8542, 0.000409575, -102.624
70, 1.16667, 10.3294, -82.7187, 0.000410378, -102.437
71, 1.17500, 10.3711, -82.5845, 0.000411186, -102.252
71, 1.18333, 10.4131, -82.4516, 0.000411998, -102.069
72, 1.19167, 10.4554, -82.3199, 0.000412814, -101.887
72, 1.20000, 10.4979, -82.1896, 0.000413634, -101.706
72, 1.20833, 10.5406, -82.0605, 0.000414458, -101.527
73, 1.21667, 10.5836, -81.9327, 0.000415287, -101.349
74, 1.22500, 10.6268, -81.8061, 0.000416119, -101.172
74, 1.23333, 10.6702, -81.6809, 0.000416954, -100.997
75, 1.24167, 10.7139, -81.5568, 0.000417794, -100.823
75, 1.25000, 10.7579, -81.4341, 0.000418638, -100.651
75, 1.25833, 10.8021, -81.3126, 0.000419485, -100.48
76, 1.26667, 10.8465, -81.1924, 0.000420336, -100.31
77, 1.27500, 10.8911, -81.0734, 0.000421191, -100.141
77, 1.28333, 10.936, -80.9556, 0.000422049, -99.9732
78, 1.29167, 10.9812, -80.8391, 0.000422911, -99.8068
78, 1.30000, 11.0266, -80.7238, 0.000423777, -99.6415
78, 1.30833, 11.0722, -80.6097, 0.000424646, -99.4775
79, 1.31667, 11.1181, -80.4969, 0.000425518, -99.3145
80, 1.32500, 11.1642, -80.3853, 0.000426395, -99.1527
80, 1.33333, 11.2105, -80.2749, 0.000427275, -98.992
81, 1.34167, 11.2571, -80.1657, 0.000428158, -98.8324
81, 1.35000, 11.304, -80.0577, 0.000429045, -98.6738
81, 1.35833, 11.351, -79.9509, 0.000429935, -98.5163
82, 1.36667, 11.3984, -79.8454, 0.000430829, -98.3599
83, 1.37500, 11.4459, -79.741, 0.000431726, -98.2044
83, 1.38333, 11.4937, -79.6378, 0.000432627, -98.05
84, 1.39167, 11.5418, -79.5357, 0.000433531, -97.8965
84, 1.40000, 11.5901, -79.4349, 0.000434438, -97.7441
84, 1.40833, 11.6386, -79.3352, 0.000435349, -97.5926
85, 1.41667, 11.6874, -79.2367, 0.000436264, -97.442
86, 1.42500, 11.7365, -79.1393, 0.000437182, -97.2924
86, 1.43333, 11.7857, -79.0432, 0.000438103, -97.1437
87, 1.44167, 11.8353, -78.9481, 0.000439028, -96.9959
87, 1.45000, 11.885, -78.8542, 0.000439956, -96.849
